
Language Region: 0 627 English
Entity	Type
1996-08-24	TEMPORAL:DATE
Austria	LOCATION
Saturday	TEMPORAL:DATE
Vienna	LOCATION
Austria	LOCATION
Vienna	LOCATION
FC	ORGANIZATION
6 4 2 0 13 5	IDENTIFIER:LATITUDE_LONGITUDE
Austria	LOCATION
Vienna	LOCATION
6 4 2 0 9 5	IDENTIFIER:LATITUDE_LONGITUDE
5 3 2 0 4 1	IDENTIFIER:LATITUDE_LONGITUDE
6 2 3 1 8 5	IDENTIFIER:LATITUDE_LONGITUDE
6 1 3 2 8 10	IDENTIFIER:LATITUDE_LONGITUDE
5 0 5 0 3 3	IDENTIFIER:LATITUDE_LONGITUDE
5 1 1 3 6 5	IDENTIFIER:LATITUDE_LONGITUDE
5 0 3 2 4 8	IDENTIFIER:LATITUDE_LONGITUDE
6 0 3 3 5 10	IDENTIFIER:LATITUDE_LONGITUDE
6 0 2 4 1 9	IDENTIFIER:LATITUDE_LONGITUDE
