
Language Region: 0 1367 English
Entity	Type
COMMAND AS MCRAE ROLLS OUT	PRODUCT
JYVASKYLA , Finland	LOCATION
1996-08-24	TEMPORAL:DATE
Finland	LOCATION
Juha Kankkunen	PERSON
Toyota	ORGANIZATION
Saturday	TEMPORAL:DATE
37 seconds	TEMPORAL:TIME
Friday	TEMPORAL:DATE
Kankunnen	PERSON
Saturday	TEMPORAL:DATE
Marcus Gronholm	PERSON
Toyota	ORGANIZATION
Tommi Makinen	PERSON
Mitsubishi	ORGANIZATION
Colin McRae	PERSON
$ 250,000	IDENTIFIER:MONEY
Tuesday	TEMPORAL:DATE
British	NATIONALITY
Subaru	ORGANIZATION
6.5 km	IDENTIFIER:DISTANCE
Derek Ringer	PERSON
David Richards	PERSON
Kankkunen	PERSON
three months	TEMPORAL:TIME
37-year	TEMPORAL:TIME
Ford	ORGANIZATION
Spaniard	NATIONALITY
Carlos Sainz	PERSON
90 seconds	TEMPORAL:TIME
Belgian	NATIONALITY
Bruno Thiry	PERSON
four minutes	TEMPORAL:TIME
