
Language Region: 0 1083 English
Entity	Type
Russians	NATIONALITY
Interfax	ORGANIZATION
MOSCOW	LOCATION
1996-08-22	TEMPORAL:DATE
Russian	NATIONALITY
Chechen	NATIONALITY
Grozny	LOCATION
Thursday	TEMPORAL:DATE
Russia	LOCATION
Interfax	ORGANIZATION
Interfax	ORGANIZATION
Russian	NATIONALITY
Chechnya	LOCATION
interior ministry	ORGANIZATION
Minutka Square	LOCATION
Interfax	ORGANIZATION
Moscow	LOCATION
Alexander Lebed	PERSON
rebel chief-of-staff	TITLE
Aslan Maskhadov	PERSON
Thursday	TEMPORAL:DATE
0800 GMT	TEMPORAL:TIME
Friday	TEMPORAL:DATE
Interfax	ORGANIZATION
interior ministry	ORGANIZATION
1500 GMT	TEMPORAL:TIME
1600 GMT	TEMPORAL:TIME
Interfax	ORGANIZATION
Russian	NATIONALITY
Chechnya	LOCATION
