
Language Region: 0 1302 English
Entity	Type
Sudanese	NATIONALITY
STANSTED , England	LOCATION
1996-08-27	TEMPORAL:DATE
Iraqis	NATIONALITY
Tuesday	TEMPORAL:DATE
Sudan Airways	ORGANIZATION
London	LOCATION
Khartoum	LOCATION
Amman	LOCATION
Stansted airport	LOCATION
British	NATIONALITY
Iraqi Community Association	ORGANIZATION
Mr	TITLE
Sadiki	PERSON
Kim White	PERSON
Sadiki	PERSON
Stansted	LOCATION
30 miles	IDENTIFIER:DISTANCE
48 km	IDENTIFIER:DISTANCE
London	LOCATION
Iraqi	NATIONALITY
Airbus	ORGANIZATION
Sudanese	NATIONALITY
Iraqis	NATIONALITY
Jordanians	NATIONALITY
Palestinians	NATIONALITY
Syrians	NATIONALITY
Saudis	NATIONALITY
