
Language Region: 0 2031 English
Entity	Type
Slovak	NATIONALITY
Dutroux	PERSON
Peter Laca	PERSON
1996-08-27	TEMPORAL:DATE
Marc Dutroux	PERSON
chief	TITLE
Belgium	LOCATION
Slovakia	LOCATION
Slovak	NATIONALITY
Belgium	LOCATION
Tuesday	TEMPORAL:DATE
Rudolf Gajdos	PERSON
Slovak	NATIONALITY
Interpol	ORGANIZATION
Reuters	ORGANIZATION
Gajdos	PERSON
Eva Boudova	PERSON
20s	IDENTIFIER:LATITUDE_LONGITUDE
Slovak	NATIONALITY
Mark Dutroux	PERSON
Belgium	LOCATION
Gajdos	PERSON
Belgium	LOCATION
Gajdos	PERSON
Dutroux	PERSON
Slovakia	LOCATION
July	TEMPORAL:DATE
Slovak	NATIONALITY
Belgium	LOCATION
Eefje Lambrecks	PERSON
August	TEMPORAL:DATE
Dutroux	PERSON
Saturday	TEMPORAL:DATE
June , 1995	TEMPORAL:DATE
Czech	NATIONALITY
Interpol	ORGANIZATION
Friday	TEMPORAL:DATE
Dutroux	PERSON
Czech Republic , Slovakia	LOCATION
Belgian	NATIONALITY
Bratislava	LOCATION
Slovak	NATIONALITY
Eefje	PERSON
Prague	LOCATION
