
Language Region: 0 1260 English
Entity	Type
SYDNEY	LOCATION
1996-08-25	TEMPORAL:DATE
Australian	NATIONALITY
Sunday	TEMPORAL:DATE
Sydney	LOCATION
17 South	IDENTIFIER:LATITUDE_LONGITUDE
Queensland	LOCATION
Brisbane	LOCATION
10 North	IDENTIFIER:LATITUDE_LONGITUDE
46 South	IDENTIFIER:LATITUDE_LONGITUDE
20 North	IDENTIFIER:LATITUDE_LONGITUDE
Queensland	LOCATION
Saturday	TEMPORAL:DATE
Parramatta	LOCATION
Sydney Tigers	ORGANIZATION
Newcastle	LOCATION
Friday	TEMPORAL:DATE
Canberra	LOCATION
Auckland	LOCATION
Brisbane	LOCATION
North Sydney	LOCATION
14 2 5	TEMPORAL:DATE
14 1 5	TEMPORAL:DATE
Cronulla	LOCATION
20 12 2	TEMPORAL:DATE
Canberra	LOCATION
21 12 1	TEMPORAL:DATE
21 12 1	TEMPORAL:DATE
Newcastle	LOCATION
21 11 1	TEMPORAL:DATE
21 11 1	TEMPORAL:DATE
Auckland	LOCATION
10 1 10	TEMPORAL:DATE
6 1 14	TEMPORAL:DATE
6 1 14	TEMPORAL:DATE
North Queensland	LOCATION
Gold Coast	LOCATION
5 1 15	TEMPORAL:DATE
South Sydney	LOCATION
5 1 15	TEMPORAL:DATE
South Queensland	LOCATION
