
Language Region: 0 1601 English
Entity	Type
MOSCOW	LOCATION
1996-08-25	TEMPORAL:DATE
Russian	NATIONALITY
premier	TITLE
Saturday	TEMPORAL:DATE
St Petersburg	LOCATION
Moscow	LOCATION
Moscow	LOCATION
Moscow	LOCATION
Moscow	LOCATION
Moscow	LOCATION
24 16 5 3 48 25	IDENTIFIER:LATITUDE_LONGITUDE
Moscow	LOCATION
25 15 7 3 43 21	IDENTIFIER:LATITUDE_LONGITUDE
23 15 5 3 42 17	IDENTIFIER:LATITUDE_LONGITUDE
Moscow	LOCATION
25 14 7 4 48 24	IDENTIFIER:LATITUDE_LONGITUDE
Moscow	LOCATION
25 13 6 6 40 27	IDENTIFIER:LATITUDE_LONGITUDE
25 11 4 10 27 35	IDENTIFIER:LATITUDE_LONGITUDE
Moscow	LOCATION
25 9 9 7 30 24	IDENTIFIER:LATITUDE_LONGITUDE
25 8 10 7 29 26	IDENTIFIER:LATITUDE_LONGITUDE
Moscow	LOCATION
25 8 9 8 31 33	IDENTIFIER:LATITUDE_LONGITUDE
St Petersburg	LOCATION
24 9 4 11 24 26	IDENTIFIER:LATITUDE_LONGITUDE
25 8 7 10 19 29	IDENTIFIER:LATITUDE_LONGITUDE
25 8 4 13 26 38	IDENTIFIER:LATITUDE_LONGITUDE
24 7 7 10 42 38	IDENTIFIER:LATITUDE_LONGITUDE
25 7 5 13 25 38	IDENTIFIER:LATITUDE_LONGITUDE
24 5 4 15 25 42	IDENTIFIER:LATITUDE_LONGITUDE
24 4 6 14 15 37	IDENTIFIER:LATITUDE_LONGITUDE
25 3 9 13 15 30	IDENTIFIER:LATITUDE_LONGITUDE
24 3 8 13 24 43	IDENTIFIER:LATITUDE_LONGITUDE
