
Language Region: 0 3260 English
Entity	Type
Moslem	RELIGION
Serb	NATIONALITY
Samir Arnaut MATUZICI	PERSON
Bosnia	LOCATION
1996-08-25	TEMPORAL:DATE
Moslem	RELIGION
Bosnia	LOCATION
Sunday	TEMPORAL:DATE
Serb	NATIONALITY
Serb	NATIONALITY
Doboj	LOCATION
NATO	ORGANIZATION
Matuzici	LOCATION
two km	IDENTIFIER:DISTANCE
Doboj	LOCATION
Bosnia	LOCATION
United Nations	ORGANIZATION
European Union	LOCATION
Doboj	LOCATION
Bosnia	LOCATION
Moslem	RELIGION
Moslems	RELIGION
September 14	TEMPORAL:DATE
Serb	NATIONALITY
Moslem	RELIGION
Serbs	NATIONALITY
Bosnia	LOCATION
Doboj	LOCATION
Dayton	LOCATION
Edhem Efendija Camdzic	PERSON
Doboj	LOCATION
Islamic	RELIGION
imam	TITLE
Reuf Mehemdagic	PERSON
Doboj	LOCATION
Serbs	NATIONALITY
Doboj	LOCATION
Bosnia	LOCATION
Mirhunisa Komarica	PERSON
Bosnian	NATIONALITY
Vice President	TITLE
Ejup Ganic	PERSON
Moslem	RELIGION
Serbs	NATIONALITY
Doboj	LOCATION
Doboj	LOCATION
Doboj	LOCATION
Serbs	NATIONALITY
Dayton	LOCATION
Moslem	RELIGION
Serb	NATIONALITY
Croat	NATIONALITY
Bosnia	LOCATION
Bosnia	LOCATION
Moslems	RELIGION
Serb	NATIONALITY
NATO	ORGANIZATION
Doboj	LOCATION
Sunday	TEMPORAL:DATE
Inter-Entity Boundary Line	ORGANIZATION
Doboj	LOCATION
Moslems	RELIGION
Serbs	NATIONALITY
Moslem	RELIGION
