
Language Region: 0 891 English
Entity	Type
BRUSSELS	LOCATION
1996-08-25	TEMPORAL:DATE
Belgian	NATIONALITY
Antwerp	LOCATION
4 3 1 0 9 5	IDENTIFIER:LATITUDE_LONGITUDE
4 3 0 1 7 3	IDENTIFIER:LATITUDE_LONGITUDE
4 2 2 0 10 4	IDENTIFIER:LATITUDE_LONGITUDE
4 2 2 0 7 4	IDENTIFIER:LATITUDE_LONGITUDE
4 1 3 0 9 3	IDENTIFIER:LATITUDE_LONGITUDE
4 1 3 0 7 3	IDENTIFIER:LATITUDE_LONGITUDE
Antwerp	LOCATION
4 2 0 2 6 10	IDENTIFIER:LATITUDE_LONGITUDE
4 1 2 1 6 5	IDENTIFIER:LATITUDE_LONGITUDE
4 1 2 1 4 5	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 6 7	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 5 6	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 4 5	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 6 8	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 5 10	IDENTIFIER:LATITUDE_LONGITUDE
4 0 3 1 6 7	IDENTIFIER:LATITUDE_LONGITUDE
4 0 3 1 4 5	IDENTIFIER:LATITUDE_LONGITUDE
4 1 0 3 4 8	IDENTIFIER:LATITUDE_LONGITUDE
4 1 0 3 4 11	IDENTIFIER:LATITUDE_LONGITUDE
