
Language Region: 0 2024 English
Entity	Type
ENGLISH LEAGUE STANDINGS	ORGANIZATION
LONDON	LOCATION
1996-08-27	TEMPORAL:DATE
English	NATIONALITY
Tuesday	TEMPORAL:DATE
3 2 1 0 6 3	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 5 2	IDENTIFIER:LATITUDE_LONGITUDE
2 2 0 0 5 2	IDENTIFIER:LATITUDE_LONGITUDE
2 2 0 0 4 1	IDENTIFIER:LATITUDE_LONGITUDE
2 2 0 0 4 2	IDENTIFIER:LATITUDE_LONGITUDE
2 2 0 0 4 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 4 3	IDENTIFIER:LATITUDE_LONGITUDE
Ipswich	LOCATION
3 1 1 1 6 4	IDENTIFIER:LATITUDE_LONGITUDE
Birmingham	LOCATION
2 1 1 0 5 4	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 3 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 6 3	IDENTIFIER:LATITUDE_LONGITUDE
2 1 0 1 3 2	IDENTIFIER:LATITUDE_LONGITUDE
2 1 0 1 3 3	IDENTIFIER:LATITUDE_LONGITUDE
Portsmouth	LOCATION
3 1 0 2 3 5	IDENTIFIER:LATITUDE_LONGITUDE
2 1 0 1 3 5	IDENTIFIER:LATITUDE_LONGITUDE
Manchester	LOCATION
3 1 0 2 2 3	IDENTIFIER:LATITUDE_LONGITUDE
3 West	IDENTIFIER:LATITUDE_LONGITUDE
3 0 2 1 2 3	IDENTIFIER:LATITUDE_LONGITUDE
3 0 2 1 2 4	IDENTIFIER:LATITUDE_LONGITUDE
2 0 1 1 4 5	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 4 7	IDENTIFIER:LATITUDE_LONGITUDE
2 0 1 1 1 3	IDENTIFIER:LATITUDE_LONGITUDE
2 0 1 1 1 3	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 1 7	IDENTIFIER:LATITUDE_LONGITUDE
Oldham	LOCATION
2 0 0 2 2 5	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 8 5	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 6 3	IDENTIFIER:LATITUDE_LONGITUDE
Shrewsbury	LOCATION
3 2 1 0 6 3	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 4 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 5 5	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 4 3	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 3 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 3 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 5 4	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 4 4	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 4 5	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 3 3	IDENTIFIER:LATITUDE_LONGITUDE
2 1 1 0 2 1	IDENTIFIER:LATITUDE_LONGITUDE
2 1 1 0 1 0	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 7 4	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 5 6	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 2 5	IDENTIFIER:LATITUDE_LONGITUDE
2 0 2 0 5 5	IDENTIFIER:LATITUDE_LONGITUDE
3 0 2 1 2 3	IDENTIFIER:LATITUDE_LONGITUDE
Rotherham	LOCATION
3 0 1 2 3 5	IDENTIFIER:LATITUDE_LONGITUDE
2 0 1 1 2 3	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 2 4	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 0 2	IDENTIFIER:LATITUDE_LONGITUDE
Luton	LOCATION
3 0 0 3 3 10	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 6 3	IDENTIFIER:LATITUDE_LONGITUDE
Wigan	LOCATION
3 2 1 0 5 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 4 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 2 0	IDENTIFIER:LATITUDE_LONGITUDE
3 2 0 1 4 3	IDENTIFIER:LATITUDE_LONGITUDE
Scunthorpe	LOCATION
3 2 0 1 2 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 2 0 4 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 2 0 4 3	IDENTIFIER:LATITUDE_LONGITUDE
Cambridge	LOCATION
3 1 2 0 3 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 7 5	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 5 3	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 4 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 4 3	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 3 3	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 1 2	IDENTIFIER:LATITUDE_LONGITUDE
Swansea	LOCATION
3 1 0 2 3 7	IDENTIFIER:LATITUDE_LONGITUDE
Brighton	LOCATION
3 1 0 2 2 5	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 1 2	IDENTIFIER:LATITUDE_LONGITUDE
3 0 2 1 3 4	IDENTIFIER:LATITUDE_LONGITUDE
Colchester	LOCATION
3 0 2 1 1 3	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 2 4	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 2 6	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 1 3	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 1 3	IDENTIFIER:LATITUDE_LONGITUDE
