
Language Region: 0 1045 English
Entity	Type
WSC-India Rice Weather	ORGANIZATION
Aug 23	TEMPORAL:DATE
0.25-1.30 inch	IDENTIFIER:DISTANCE
6-33 mm	IDENTIFIER:DISTANCE
India	LOCATION
0.20-0.70 inch	IDENTIFIER:DISTANCE
5-18 mm	IDENTIFIER:DISTANCE
0.25-1.00 inch	IDENTIFIER:DISTANCE
6-25 mm	IDENTIFIER:DISTANCE
India	LOCATION
0.75 inch	IDENTIFIER:DISTANCE
19 mm	IDENTIFIER:DISTANCE
India	LOCATION
0.50 inch	IDENTIFIER:DISTANCE
13 mm	IDENTIFIER:DISTANCE
India	LOCATION
India	LOCATION
India	LOCATION
India	LOCATION
Sunday	TEMPORAL:DATE
Tuesday	TEMPORAL:DATE
Weather Services Corporation	ORGANIZATION
