
Language Region: 0 721 English
Entity	Type
Salomon	ORGANIZATION
NEW YORK	LOCATION
1996-08-26	TEMPORAL:DATE
Salomon Brothers	ORGANIZATION
analyst	TITLE
Paul Ting	PERSON
Diamond Shamrock Inc	ORGANIZATION
$ 0.38	IDENTIFIER:MONEY
$ 0.73	IDENTIFIER:MONEY
$ 0.63	IDENTIFIER:MONEY
Sun Co	ORGANIZATION
$ 0.15	IDENTIFIER:MONEY
$ 0.85	IDENTIFIER:MONEY
$ 0.63	IDENTIFIER:MONEY
Tosco Corp	ORGANIZATION
$ 0.95	IDENTIFIER:MONEY
$ 1.03	IDENTIFIER:MONEY
$ 0.94	IDENTIFIER:MONEY
Total Petroleum ( North America ) Ltd	ORGANIZATION
$ 0.15	IDENTIFIER:MONEY
$ 0.46	IDENTIFIER:MONEY
$ 0.33	IDENTIFIER:MONEY
Valero Energy Corp	ORGANIZATION
$ 0.27	IDENTIFIER:MONEY
$ 0.55	IDENTIFIER:MONEY
$ 0.40	IDENTIFIER:MONEY
