
Language Region: 0 1469 English
Entity	Type
HK	LOCATION
Aug 28	TEMPORAL:DATE
HONG KONG	LOCATION
1996-08-28	TEMPORAL:DATE
307 days	TEMPORAL:TIME
British	NATIONALITY
China	LOCATION
Hong Kong	LOCATION
judge	TITLE
Beijing	LOCATION
Beijing	LOCATION
WEN WEI PO	ORGANIZATION
Taiwan	LOCATION
China	LOCATION
Taiwan	LOCATION
MING PAO DAILY NEWS	ORGANIZATION
Chinese	NATIONALITY
Hong Kong	LOCATION
Democratic Party	ORGANIZATION
Frontier	ORGANIZATION
English	NATIONALITY
judge	TITLE
New Zealand	LOCATION
Hong Kong	LOCATION
Chinese	NATIONALITY
HONG KONG	LOCATION
ECONOMIC TIMES	PERSON
Legal Department	ORGANIZATION
judge	TITLE
Hong Kong	LOCATION
