
Language Region: 0 4037 English
Entity	Type
China	LOCATION
Lynne O'Donnell	PERSON
1996-08-23	TEMPORAL:DATE
Shanghai	LOCATION
China	LOCATION
Friday	TEMPORAL:DATE
Yingkou	LOCATION
Shanghai	LOCATION
China	LOCATION
June	TEMPORAL:DATE
July	TEMPORAL:DATE
State Planning Commission	ORGANIZATION
Hong Kong	LOCATION
Yingkou	LOCATION
Yingkou	LOCATION
State Planning Commission	ORGANIZATION
Shanghai	LOCATION
London Metal Exchange	ORGANIZATION
LME	ORGANIZATION
LME	ORGANIZATION
April	TEMPORAL:DATE
June 1995	TEMPORAL:DATE
Asia	LOCATION
US	LOCATION
$ 2,700	IDENTIFIER:MONEY
$ 2,200	IDENTIFIER:MONEY
$ 2,400	IDENTIFIER:MONEY
European	NATIONALITY
Bloomsbury Minerals Economics ( BME	ORGANIZATION
Wednesday	TEMPORAL:DATE
BME	ORGANIZATION
Sumitomo Corp	ORGANIZATION
Japanese	NATIONALITY
June	TEMPORAL:DATE
$ 1.8 billion	IDENTIFIER:MONEY
a decade	TEMPORAL:TIME
Sumitomo	ORGANIZATION
Chinese	NATIONALITY
Shanghai	LOCATION
Thursday	TEMPORAL:DATE
Shanghai	LOCATION
Singapore	LOCATION
Chinese	NATIONALITY
Chinese	NATIONALITY
Hong Kong	LOCATION
