
Language Region: 0 927 English
Entity	Type
Jordan	LOCATION
Iraqi	NATIONALITY
AMMAN	LOCATION
1996-08-23	TEMPORAL:DATE
Jordan	LOCATION
Iraqi	NATIONALITY
Friday	TEMPORAL:DATE
Amman	LOCATION
Iraq	LOCATION
Baghdad	LOCATION
seven years	TEMPORAL:TIME
Jordan	LOCATION
Mr.	TITLE
Adel Ibrahim	PERSON
Iraqi	NATIONALITY
Reuters	ORGANIZATION
Ibrahim	PERSON
Amman	LOCATION
Jordanian	NATIONALITY
Arab	NATIONALITY
Socialist Baath Party	ORGANIZATION
Jordan	LOCATION
two days	TEMPORAL:TIME
Friday	TEMPORAL:DATE
Karak	LOCATION
Amman	LOCATION
