
Language Region: 0 1899 English
Entity	Type
Iranian	NATIONALITY
Baghdad	LOCATION
Hassan Hafidh BAGHDAD	PERSON
1996-08-22	TEMPORAL:DATE
Iranian	NATIONALITY
Iraq	LOCATION
Thursday	TEMPORAL:DATE
Iran	LOCATION
Kurdish	NATIONALITY
Iranian	NATIONALITY
Iraq	LOCATION
Mujahideen Khalq	ORGANIZATION
Massoud Rajavi	PERSON
Baghdad	LOCATION
Secretary-General	TITLE
Kurdistan Democratic Party	ORGANIZATION
Iran	LOCATION
KDPI	ORGANIZATION
Hassan Rastegar	PERSON
Wednesday	TEMPORAL:DATE
Iran	LOCATION
Kurds	NATIONALITY
Rajavi	PERSON
Iranian	NATIONALITY
Kurdish	NATIONALITY
Iranian	NATIONALITY
Kurdistan	LOCATION
Mujahideen Khalq	ORGANIZATION
Iranian	NATIONALITY
Kurdish	NATIONALITY
Iran	LOCATION
Iraq	LOCATION
July	TEMPORAL:DATE
KDPI	ORGANIZATION
Iraqi	NATIONALITY
Kurdish	NATIONALITY
Baghdad	LOCATION
Iraqi	NATIONALITY
Kurdish	NATIONALITY
Iran	LOCATION
Iraqi	NATIONALITY
Kurdish	NATIONALITY
Patriotic Union of Kurdistan	ORGANIZATION
PUK	ORGANIZATION
PUK	ORGANIZATION
Iraq	LOCATION
Kurdistan Democratic Party	ORGANIZATION
KDP	ORGANIZATION
Iraqi	NATIONALITY
Kurdish	NATIONALITY
Iraq	LOCATION
Iraqi	NATIONALITY
Kuwait	LOCATION
Gulf	LOCATION
U.S.	LOCATION
Mujahideen Khalq	ORGANIZATION
Iranian	NATIONALITY
KDP	ORGANIZATION
Qasri	LOCATION
Suleimaniya	LOCATION
Iranian	NATIONALITY
two days	TEMPORAL:TIME
Iraqi	NATIONALITY
Kurds	NATIONALITY
Iran	LOCATION
Turkey	LOCATION
Iraq	LOCATION
Kurdish	NATIONALITY
U.S.	LOCATION
Turkey	LOCATION
Iraqi	NATIONALITY
Kurds	NATIONALITY
Baghdad	LOCATION
