
Language Region: 0 844 English
Entity	Type
German	NATIONALITY
January	TEMPORAL:DATE
July	TEMPORAL:DATE
FRANKFURT	LOCATION
1996-08-22	TEMPORAL:DATE
German	NATIONALITY
January	TEMPORAL:DATE
July 1996	TEMPORAL:DATE
German	NATIONALITY
Berlin	LOCATION
Tegel	ORGANIZATION
Tempelhof	ORGANIZATION
Dresden	LOCATION
Duessseldorf	LOCATION
Frankfurt	LOCATION
Hamburg	LOCATION
Cologne	LOCATION
Leipzig	LOCATION
Halle	PERSON
Stuttgart	LOCATION
Air Cargo Newsroom	ORGANIZATION
+44 161 542 7706	IDENTIFIER:PHONE_NUMBER
+44 171 542 5017	IDENTIFIER:PHONE_NUMBER
