
Language Region: 0 832 English
Entity	Type
MEXICO CITY	LOCATION
1996-08-26	TEMPORAL:DATE
Mexican	NATIONALITY
America	LOCATION
Veracruz	LOCATION
3 3 0 0 7 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 7 3	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 6 2	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 2 7	IDENTIFIER:LATITUDE_LONGITUDE
Veracruz	LOCATION
3 0 1 2 2 6	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 6 4	IDENTIFIER:LATITUDE_LONGITUDE
3 1 1 1 6 7	IDENTIFIER:LATITUDE_LONGITUDE
3 0 3 0 3 3	IDENTIFIER:LATITUDE_LONGITUDE
America	LOCATION
3 1 0 2 5 7	IDENTIFIER:LATITUDE_LONGITUDE
3 0 1 2 3 8	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 7 2	IDENTIFIER:LATITUDE_LONGITUDE
3 2 1 0 7 0	IDENTIFIER:LATITUDE_LONGITUDE
3 1 0 2 6 5	IDENTIFIER:LATITUDE_LONGITUDE
3 0 0 3 2 6	IDENTIFIER:LATITUDE_LONGITUDE
3 3 0 0 4 1	IDENTIFIER:LATITUDE_LONGITUDE
4 1 1 2 2 5	IDENTIFIER:LATITUDE_LONGITUDE
2 0 2 0 1 1	IDENTIFIER:LATITUDE_LONGITUDE
3 0 0 3 1 8	IDENTIFIER:LATITUDE_LONGITUDE
