
Language Region: 0 1390 English
Entity	Type
Swiss	ORGANIZATION
1996-08-28	TEMPORAL:DATE
Swiss	ORGANIZATION
September	TEMPORAL:DATE
Tuesday	TEMPORAL:DATE
Swiss	ORGANIZATION
Eksportfinans	ORGANIZATION
Suedwest LB	ORGANIZATION
Swiss	ORGANIZATION
Eksportfinans	ORGANIZATION
seven-year	TEMPORAL:TIME
Suedwest LB	ORGANIZATION
five-year	TEMPORAL:TIME
Swiss	ORGANIZATION
Credit Suisse	ORGANIZATION
Swiss	ORGANIZATION
Wednesday	TEMPORAL:DATE
Switzerland	LOCATION
Switzerland	LOCATION
July	TEMPORAL:DATE
Swiss	ORGANIZATION
2 Apr 2006	TEMPORAL:DATE
Zurich	LOCATION
