
Language Region: 0 1397 English
Entity	Type
Iraq	LOCATION
BAGHDAD	LOCATION
1996-08-28	TEMPORAL:DATE
Iraq	LOCATION
Wednesday	TEMPORAL:DATE
Sudanese	NATIONALITY
Iraqi	NATIONALITY
Iraqis	NATIONALITY
Iraqi News Agency ( INA	ORGANIZATION
Iraq	LOCATION
ambassador	TITLE
Khartoum	LOCATION
Iraq	LOCATION
Sudanese	NATIONALITY
Monday	TEMPORAL:DATE
Iraq	LOCATION
ambassador	TITLE
Khartoum	LOCATION
Iraqis	NATIONALITY
INA	ORGANIZATION
Ambassador	TITLE
Abdulsamad Hameed Ali	PERSON
INA	ORGANIZATION
Sudan Airways Airbus	ORGANIZATION
INA	ORGANIZATION
Iraqis	NATIONALITY
Khartoum	LOCATION
Amman	LOCATION
Monday	TEMPORAL:DATE
London	LOCATION
Larnaca	LOCATION
Cyprus	LOCATION
London	LOCATION
Stansted airport	LOCATION
Tuesday	TEMPORAL:DATE
Iraqi	NATIONALITY
British	NATIONALITY
