
Language Region: 0 1171 English
Entity	Type
Amoco	ORGANIZATION
Yemen	LOCATION
NEW YORK	LOCATION
1996-08-28	TEMPORAL:DATE
Amoco Corp	ORGANIZATION
Yemen	LOCATION
Amoco	ORGANIZATION
Shabwa	LOCATION
Yemen	LOCATION
Amoco	ORGANIZATION
Dan Dietsch	PERSON
Middle East	LOCATION
MEES	ORGANIZATION
Yemen	LOCATION
Amoco	ORGANIZATION
Shabwa Block No	LOCATION
South Yemen	LOCATION
North Yemen	LOCATION
Amoco	ORGANIZATION
Yemen	LOCATION
Amoco	ORGANIZATION
Yemeni Ministry of Petroleum	ORGANIZATION
Amoco	ORGANIZATION
Yemen	LOCATION
Soviet Union	LOCATION
Shabwa	LOCATION
December 1991	TEMPORAL:DATE
International Petroleum Encyclopedia	ORGANIZATION
Oliver Ludwig	PERSON
New York	LOCATION
+1 212 859 1633	IDENTIFIER:PHONE_NUMBER
